Slno,Area,Year,Rural population,Urban population,Urbanization Rate,"Abaca, manila hemp, raw","Agave fibres, raw, n.e.c.","Almonds, in shell","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Apples,Apricots,Areca nuts,Artichokes,Asparagus,Avocados,"Bambara beans, dry",Bananas,Barley,"Beans, dry",Beeswax,Blueberries,"Brazil nuts, in shell","Broad beans and horse beans, dry","Broad beans and horse beans, green",Buckwheat,"Buffalo fat, unrendered",Cabbages,Canary seed,Cantaloupes and other melons,Carrots and turnips,"Cashew nuts, in shell",Cashewapple,Cassava leaves,"Cassava, fresh",Castor oil seeds,"Cattle fat, unrendered",Cauliflowers and broccoli,Cereals n.e.c.,Cherries,"Chestnuts, in shell","Chick peas, dry",Chicory roots,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","Cinnamon and cinnamon-tree flowers, raw","Cloves (whole stems), raw",Cocoa beans,"Coconuts, in shell","Coffee, green","Coir, raw","Cow peas, dry",Cranberries,Cucumbers and gherkins,Currants,Dates,"Edible offal of buffalo, fresh, chilled or frozen","Edible offal of cattle, fresh, chilled or frozen","Edible offal of goat, fresh, chilled or frozen","Edible offal of pigs, fresh, chilled or frozen","Edible offal of sheep, fresh, chilled or frozen","Edible offals of camels and other camelids, fresh, chilled or frozen","Edible offals of horses and other equines,  fresh, chilled or frozen","Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Eggplants (aubergines),"Eggs from other birds in shell, fresh, n.e.c.",Fat of camels,Fat of pigs,Figs,"Flax, raw or retted",Fonio,"Game meat, fresh, chilled or frozen","Ginger, raw","Goat fat, unrendered",Gooseberries,Grapes,Green corn (maize),Green garlic,"Groundnuts, excluding shelled","Hazelnuts, in shell",Hempseed,"Hen eggs in shell, fresh",Hop cones,"Horse meat, fresh or chilled",Jojoba seeds,"Jute, raw or retted",Kapok fruit,Karite nuts (sheanuts),"Kenaf, and other textile bast fibres, raw or retted",Kiwi fruit,Kola nuts,Leeks and other alliaceous vegetables,Lemons and limes,"Lentils, dry",Lettuce and chicory,Linseed,Locust beans (carobs),Lupins,Maize (corn),"Mangoes, guavas and mangosteens",Maté leaves,"Meat of asses, fresh or chilled","Meat of buffalo, fresh or chilled","Meat of camels, fresh or chilled","Meat of cattle with the bone, fresh or chilled","Meat of chickens, fresh or chilled","Meat of ducks, fresh or chilled","Meat of geese, fresh or chilled","Meat of goat, fresh or chilled","Meat of mules, fresh or chilled","Meat of other domestic camelids, fresh or chilled","Meat of other domestic rodents, fresh or chilled","Meat of pig with the bone, fresh or chilled","Meat of pigeons and other birds n.e.c., fresh, chilled or frozen","Meat of rabbits and hares, fresh or chilled","Meat of sheep, fresh or chilled","Meat of turkeys, fresh or chilled",Melonseed,Millet,Mixed grain,Mushrooms and truffles,Mustard seed,Natural honey,Natural rubber in primary forms,"Nutmeg, mace, cardamoms, raw",Oats,Oil palm fruit,Okra,Olives,"Onions and shallots, dry (excluding dehydrated)","Onions and shallots, green",Oranges,"Other beans, green",Other berries and fruits of the genus vaccinium n.e.c.,"Other citrus fruit, n.e.c.","Other fibre crops, raw, n.e.c.","Other fruits, n.e.c.","Other meat of mammals, fresh or chilled","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","Other oil seeds, n.e.c.",Other pome fruits,Other pulses n.e.c.,"Other stimulant, spice and aromatic crops, n.e.c.",Other stone fruits,Other sugar crops n.e.c.,"Other tropical fruits, n.e.c.","Other vegetables, fresh n.e.c.",Papayas,Peaches and nectarines,Pears,"Peas, dry","Peas, green","Pepper (Piper spp.), raw","Peppermint, spearmint",Persimmons,"Pigeon peas, dry",Pineapples,"Pistachios, in shell",Plantains and cooking bananas,Plums and sloes,Pomelos and grapefruits,Poppy seed,Potatoes,"Pumpkins, squash and gourds","Pyrethrum, dried flowers",Quinces,Quinoa,"Ramie, raw or retted",Rape or colza seed,Raspberries,Raw hides and skins of buffaloes,Raw hides and skins of cattle,Raw hides and skins of goats or kids,Raw hides and skins of sheep or lambs,Raw milk of buffalo,Raw milk of camel,Raw milk of cattle,Raw milk of goats,Raw milk of sheep,Rice,Rye,Safflower seed,"Seed cotton, unginned",Sesame seed,"Sheep fat, unrendered","Shorn wool, greasy, including fleece-washed shorn wool",Silk-worm cocoons suitable for reeling,"Sisal, raw","Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails",Sorghum,Sour cherries,Soya beans,Spinach,Strawberries,String beans,Sugar beet,Sugar cane,Sunflower seed,Sweet potatoes,Tallowtree seeds,"Tangerines, mandarins, clementines",Taro,Tea leaves,Tomatoes,Triticale,"True hemp, raw or retted",Tung nuts,Unmanufactured tobacco,"Vanilla, raw",Vetches,"Walnuts, in shell",Watermelons,Wheat,Yams,Yautia,Food Price Index,Average dietary energy requirement (kcal/cap/day),Percentage of children under 5 years affected by wasting (percent),Prevalence of severe food insecurity in the total population (percent) (3-year average),Prevalence of undernourishment (percent) (3-year average),Agricultural land,Agriculture,Arable land,Cropland,Farm buildings and Farmyards,Perm. meadows & pastures - Cultivated,Perm. meadows & pastures - Nat. growing,Permanent crops,Permanent meadows and pastures,Temporary crops,Temporary fallow,Temporary meadows and pastures,Nutrient balance
156,Estonia,2022,393.027,900.206,2.29044315,0,0,0,0,3290,0,0,0,0,0,0,0,488820,0,0,0,0,28230,0,0,0,0,0,0,11460,0,0,0,0,0,0,0,9090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5780,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,178459,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,8770,23100,0,0,10,0,0,0,43230,0,0,270,0,0,0,870,0,0,1631,0,0,100430,0,0,0,120,0,0,0,2410,0,0,0,0,0,4150,0,190,0,0,0,0,0,0,0,0,94860,480,0,0,0,0,0,0,0,60,0,0,72620,0,0,0,0,0,218670,100,0,0,0,0,0,0,848100,500,0,0,51260,0,0,0,0,0,0,0,0,0,0,0,0,1700,0,0,0,0,0,0,0,0,0,100,23970,0,0,0,0,0,0,0,854120,0,0,140.01,2539,0,1,2.5,986,986,707,712,0,0,0,5,274,516,11,180,18.118
157,Eswatini,2020,1091.4,347.895,0.318760308,0,0,1054.43,0,0,0,0,0,0,883.86,0,14500,0,705.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686.2,0,0,0,310.92,0,1752.56,541.93,102.63,30.12,0,0,66075.82,0,0,0,102.63,0,0,0,0,0,53.52,0,0,0,0,2296.82,0,0,28233.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87000,300,0,0,0,0,14806.12,2938.58,0,0,3211.42,0,0,0,2024.84,0,0,152.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45495.42,0,0,240.84,0,5163.74,0,0,0,0,1354.81,0,0,0,0,7649.15,0,0,0,0,0,0,0,0,0,36552.3,0,0,1443.72,48630.86,0,8622.03,0,0,0,0,0,0,0,0,1752.56,361.29,25.68,0,0,37417.31,0,0,1000,0,0,1800,0,3.49,0,0,0,0,1000,0,0,0,0,0,0,5759016,0,3752.96,0,752.6,0,0,5303.8,0,0,0,160.89,0,0,0,0,701.89,0,0,131.47,2322,0,14,11.3,1195,1195,177,195,0,0,0,18,1000,169,4.1589,3.8411,-26.88206667
158,Ethiopia,2020,88295.647,24463.423,0.277062617,0,0,0,4883.95,0,0,0,0,0,245335.63,0,898354.82,2261264.52,552564,5607.51,0,0,1070636.54,11672.9,0,0,433025,0,0,19649,0,0,0,0,11000,18214.56,0,5980702.42,0,0,457319.37,0,295980.51,74007,0,0,0,0,584789.57,0,0,0,1711.94,0,0,0,89048.97,42746.14,108.62,31641.27,9102.69,0,0,0,0,1092.32,161.47,0,0,0,93134.65,9774.11,5877.59,0,4846.81,0,114945,205068.65,0,0,1154698.88,47323,0,0,0,0,0,536.62,0,0,3257.4,6181.55,113017.88,499,80456.64,0,0,10022285.88,108733.92,0,0,0,36410.76,445244.83,67555.34,0,0,146939.86,0,0,0,2260.57,0,0,131838.64,0,0,1218581.54,0,0,2723.97,129301,0,159.56,39514.7,0,0,0,346048,37984.85,39915.68,6912.83,0,3156.72,21699.18,128734.37,0,59129.31,214797.9,0,131630.25,311400,0,0,47401.91,503319.84,72007.77,160.64,0,376236.88,3252.76,4437.26,0,0,0,2558.94,0,0,0,0,0,1141871.73,0,0,0,0,0,12575.79,0,0,64762.88,34731.24,31641.27,0,243429,4692994,59303.98,60862.4,268223,0,9346.86,165000,260257.63,3691.48,7357.95,0,658.58,0,4517350,0,208676.39,0,0,0,0,1345431.09,4287.8,1598838.49,0,9159.11,2327972.26,75948.15,41948,0,0,0,2182.78,0,289917.47,0,0,5478708.65,45730.09,0,195.61,2236,0,19.6,23,38476.1,38476.1,16195.1,18476.1,0,0,0,2281,20000,14011.1,474,1710,3.669833333
159,Ethiopia,2021,89813.744,25589.582,0.284918331,0,0,0,4856.38,0,0,0,0,0,193400,0,1354800,2071800,584158,5742.02,0,0,1091609,11726.65,0,0,471938,0,0,31672,0,0,0,0,10000,16951.68,0,6009490.72,0,0,401239,0,249289,66147,0,0,0,0,545566,0,0,0,1712.52,0,0,0,82874.89,37165.47,110.51,28042.45,8555.6,0,0,0,0,1026.67,164.27,0,0,0,94137.81,9672.4,5110.25,0,4823.89,0,193900,139280,0,0,1193457.91,37361,0,0,0,0,0,538.24,0,0,3250.75,3156,86538,467,44398,0,0,10751000,145110,0,0,0,34222.39,414374.47,48808.79,0,0,127756.3,0,0,0,2299.78,0,0,116843.54,0,0,942197,0,0,2710.22,52034,0,161.24,59010,0,0,0,207660,37857.03,25785,6914.88,0,3134.44,21563.64,128563.22,0,60358.02,205286.47,0,114167,243394,0,0,47550.29,501670.13,60665,161.28,0,380336,3265.72,4468.9,0,0,0,1545.64,0,0,0,0,0,1309600,0,0,0,0,0,14697,0,0,60272.65,30196.94,28042.45,0,217365.17,3866052,55060.95,56946.19,280633,0,9582.46,170000,137807,3271.62,7358.31,0,661.3,0,3553670,0,185522,0,0,0,0,815327,2894,913785,0,9171.3,1426900,44023.75,33656,0,0,0,2182.3,0,324450,0,0,5807800,32084,0,257.79,2239,0,21.1,23.5,38770.341,38770.341,16431.172,18770.341,0,0,0,2339.169,20000,14314.172,435,1682,3.0364
160,Ethiopia,2022,91310.183,26755.042,0.293012686,0,0,0,4867.76,0,0,0,0,0,161292.03,0,1192664.84,2184000,621905.32,5845.07,0,0,1112650.9,11756.91,0,0,488675.74,0,0,25167.61,0,0,0,0,11000,17058.48,0,6412139.62,0,0,404846.46,0,234885.79,59924.79,0,0,0,0,489100,0,0,0,1724.02,0,0,0,83397.01,31555.85,112.52,25587.77,8559.7,0,0,0,0,1027.16,167.26,0,0,0,95052.56,9756.66,4338.93,0,4844.36,0,202516.06,110000,0,0,1194661.75,42198.23,0,0,0,0,0,535.65,0,0,3248.6,2449.4,87661.76,132.65,84000,0,0,10200000,152367.58,0,0,0,34238.78,416985.07,55603.14,0,0,108473.22,0,0,0,2341.58,0,0,106615.71,0,0,942000,0,0,2722.71,73119.77,0,162.51,54004.92,0,0,0,273367.74,37607.32,27191.1,6898.28,0,3164.06,21606.62,128565.77,0,59996.78,276427.43,0,109107.96,240731.58,0,0,47294.72,502148.95,60303.68,160.2,0,391421.19,3249.38,4482.68,0,0,0,1791.38,0,0,0,0,0,1315168.12,0,0,0,0,0,18000,0,0,60652.37,25639.13,25587.77,0,224563.76,4151456.33,57570.91,54141.77,208000,0,9248.34,172000,160000,2985.24,7340.83,0,664.01,0,4140000,0,230000,0,0,0,0,1080000,3963.99,987245.39,0,9187.18,1547368.73,51662.34,34385.07,0,0,0,2168.83,0,327298.19,0,0,5800000,35976.87,0,352.55,2242,0,19.7,22.2,38456.933,38456.933,16399.972,18456.933,0,0,0,2056.961,20000,14314.172,331,1754.8,4.039166667
161,Fiji,2020,395.426,529.489,1.339034358,0,0,0,0,0,0,0,0,0,160,0,8763.4,0,0,0,0,0,0,0,0,0,6941.53,0,71.63,0,0,0,0,71890,0,120.34,0,0,0,0,0,0,0,774.43,0,0,9.1,21679.5,14.3,0,0,0,1292.55,0,0,0,355.99,16.35,162.1,21.16,0,0,4019.4,4146.9,0,0,122.29,0,0,0,0,11408.8,5.57,0,0,0,0,353.93,0,0,171276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703.7,409,0,0,0,0,2507,25368,410.55,0,160,0,0,0,1820.11,0,0,126,106.26,0,0,0,0,0,153,0,0,0,0,4539.5,0,0,0,1565.4,0,0,0,0,5693.17,0,0,0,0,2716,0,0,0,671.03,34419.5,3634.9,0,0,0,0,119.83,0,0,0,7423.1,0,5997,0,0,0,0,1983.15,0,0,0,0,0,0,0,371.04,27.48,22.82,0,0,12393,0,0,8846.96,0,0,0,0,5.71,0,0,0,0,22.98,0,0,0,0,0,0,1726000,0,9454.1,0,0,53893.7,0,1238.3,0,0,0,383.91,0,0,0,6448.2,0,3521.4,0,109.82,2375,0,4.2,6.2,311.6,311.6,76.8,138.6,0,0,0,61.8,173,44.3,12.4,20.1,6.249633333
162,Fiji,2021,393.292,537.363,1.366320698,0,0,0,0,0,0,0,0,0,251,0,7585.59,0,0,0,0,0,0,0,0,0,6711.09,0,58.53,0,0,0,0,86194.46,0,191.47,0,0,0,0,0,0,0,1641.27,0,0,80.34,20012,14.05,0,0,0,1295.86,0,0,0,566.44,19,103.96,24.52,0,0,4027.97,4688.53,0,0,78.42,0,0,0,0,13815.1,6.47,0,0,0,0,355.87,0,0,186921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438,413.73,0,0,0,0,3989,25715,418.25,0,186,0,0,0,1167.25,0,0,146,106.71,0,0,0,0,0,285,0,0,0,0,6013.75,0,0,0,1421.99,0,0,0,0,5668.11,0,0,0,0,1810.28,0,0,0,625.35,33519.63,4508.9,0,0,0,0,118.8,0,0,0,6350,0,8829.1,0,0,0,0,1976.81,0,0,0,0,0,0,0,590.37,31.94,26.45,0,0,11399,0,0,10367.75,0,0,0,0,6.61,0,0,0,0,23.35,0,0,0,0,0,0,1417000,0,9501,0,0,54751.41,0,1633.05,0,0,0,324,0,0,0,5639.63,0,6523.43,0,116.96,2376,4.6,6.3,6.9,311.6,311.6,76.8,138.6,0,0,0,61.8,173,44.3,12.4,20.1,3.8929
163,Fiji,2022,390.987,545.034,1.393995197,0,0,0,0,0,0,0,0,0,263,0,10097.31,0,0,0,0,0,0,0,0,0,6707,0,49.82,0,0,0,0,93837.01,0,177.89,0,0,0,0,0,0,0,2226,0,0,131.31,18675.52,14.38,0,0,0,1289.47,0,0,0,526.25,21.56,126.52,35.26,0,0,4006.98,7128.34,0,0,95.45,0,0,0,0,14290.13,7.34,0,0,0,0,356.54,0,0,160818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1685.19,615,0,0,0,0,3706,45158,424.23,0,211,0,0,0,1420.6,0,0,210,107.73,0,0,0,0,0,378,0,0,0,0,5106,0,0,0,2328,0,0,0,0,5710.54,0,0,0,0,1895.11,0,0,0,673,39360.38,5209.89,0,0,0,0,117.9,0,0,0,7392.5,0,10132.51,0,0,0,0,1976.24,0,0,0,0,0,0,0,548.49,36.24,38.04,0,0,12766.88,0,0,12990.97,0,0,0,0,9.51,0,0,0,0,23.22,0,0,0,0,0,0,1639000,0,10771.39,0,0,65573.28,0,2366.86,0,0,0,308,0,0,0,6220.78,0,4832.36,0,124.13,2377,0,8.5,7.8,311.6,311.6,76.8,138.6,0,0,0,61.8,173,44.3,12.4,20.1,6.6588
164,Finland,2020,808.148,4771.979,5.904833026,0,0,0,0,7170,0,0,0,10,0,0,0,1397970,0,0,150,0,23350,0,0,0,25940,0,0,81030,0,0,0,0,0,0,4630,920,0,0,0,0,0,1190,0,0,0,0,0,0,0,0,59910,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,1339965,0,192,0,0,0,0,0,0,0,420,0,0,14270,400,0,0,0,0,0,0,0,0,87110,136890,0,0,20,0,0,0,175070,0,0,1440,8430,0,0,48960,1010,0,2200,0,0,1212660,0,0,0,29800,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,54410,7400,0,0,0,0,0,0,0,0,0,0,624400,2200,0,0,0,0,31120,1300,0,0,0,0,0,0,2406520,0,0,0,68420,0,0,0,0,0,0,0,0,0,0,0,990,15280,0,421500,0,0,0,0,0,0,0,41250,0,0,0,0,0,0,0,0,686620,0,0,102.73,2557,0,2.4,2.5,2270,2270,2243,2248,0,0,0,5,22,1255,207,781,19.5354
165,Finland,2021,806.458,4792.312,5.942419816,0,0,0,0,7890,0,0,0,30,0,0,0,1045500,0,0,190,0,12040,0,0,0,21450,0,0,75510,0,0,0,0,0,0,3330,720,0,0,0,0,0,1140,0,0,0,0,0,0,0,0,60030,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,1370004,0,188,0,0,0,0,0,0,0,570,0,0,14730,400,0,0,0,0,0,0,0,0,86250,138600,0,0,0,0,0,0,176080,0,0,1320,8560,0,0,35080,1020,0,3100,0,0,803060,0,0,0,29050,0,0,70,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,42680,6010,0,0,0,0,0,0,0,0,0,0,558790,2500,0,0,0,0,41210,1460,0,0,0,0,0,0,2314850,0,0,0,67890,0,0,0,0,0,0,0,0,0,0,0,560,16370,0,402960,0,0,0,0,0,0,0,37590,9580,0,0,0,0,0,0,0,687160,0,0,103.31,2559,0,2.6,2.5,2268,2268,2243,2247,0,0,0,4.4,21,1232,213,798,21.27103333
166,Finland,2022,804.314,4812.849,5.983793643,0,0,0,0,7010,0,0,0,30,0,0,0,1426300,0,0,180,0,19170,0,0,0,28250,0,0,75760,0,0,0,0,0,0,2820,1120,0,0,0,0,0,1340,0,0,0,0,0,0,0,0,56960,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1348459,0,212,0,0,0,0,0,0,0,670,0,0,12460,490,0,0,0,0,0,0,0,0,84580,138280,0,0,0,0,0,0,170480,0,0,1320,8840,0,0,51330,1070,0,3300,0,0,1192210,0,0,0,30290,0,0,70,170,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,320,91440,7580,0,0,0,0,0,0,0,0,0,0,533290,2820,0,0,0,0,56770,1470,0,0,0,0,0,0,2258630,0,0,0,65070,0,0,0,0,0,0,0,0,0,0,0,710,16040,0,380200,0,0,0,0,0,0,0,34070,9820,0,0,0,0,0,0,0,844240,0,0,114.17,2561,0,3,2.5,2266,2266,2241,2246,0,0,0,5,20,1238,207,796,10.546
167,France,2020,12503.199,53217.966,4.256347995,0,0,2060,0,1743360,85260,0,26830,26760,1080,0,212140,10277230,0,0,7881,0,147610,32480,0,0,205640,0,290530,650680,0,0,0,0,0,0,253770,309580,31840,8730,0,0,0,37770,0,0,0,0,0,0,0,0,213540,9990,0,0,0,0,0,0,0,0,0,57060,0,0,0,7170,744300,0,0,0,0,0,5857870,424803,30280,0,12660,0,15121211,840,0,0,0,0,0,0,50830,0,168400,22760,0,492300,59540,0,13030,13726410,0,0,0,0,0,1434590,1130000,192000,1529,6130,0,0,0,2201110,0,26141,80280,321000,0,0,357640,132150,0,23737,0,0,387020,0,0,27690,727150,0,10660,336770,0,0,0,0,0,0,14530,0,208030,0,0,0,44410,459850,0,234100,150660,558810,245700,0,0,0,0,0,0,0,225900,8850,0,8822180,410030,0,0,0,0,3289960,5210,0,0,0,0,0,0,25234840,709510,344170,75460,132420,0,0,0,0,0,0,0,0,431700,2870,406810,86260,77460,0,26163360,0,1608190,0,0,45060,0,0,703590,1206560,106260,0,3530,0,0,38060,24820,30181140,0,0,108.33,2497,0,1,2.5,28524.113,28524.113,18735.529,19772.376,0,0,0,1036.847,8751.737,15962.342,442.751,2330.436,36.5501
168,France,2021,12371.78,53582.961,4.331063194,0,0,1940,0,1633080,54590,0,29340,25810,1100,0,228900,11321320,0,0,8009,0,184200,48870,0,0,189970,0,270700,690550,0,0,0,0,0,0,266410,235910,12490,9460,0,0,0,30680,0,0,0,0,0,0,0,0,200150,10000,0,0,0,0,0,0,0,0,0,44260,0,0,0,6440,678390,0,0,0,0,0,5073590,460902,28820,0,12340,0,15609168,950,0,0,0,0,0,0,46030,0,187530,22810,0,493310,72940,0,15130,15358290,0,0,0,0,0,1424320,1143000,177000,1313,6210,0,0,0,2203830,0,25707,81790,295000,0,0,546440,123350,0,14960,0,0,479910,0,0,27560,884130,0,10630,424760,0,0,0,0,0,2080,15350,0,248830,0,0,0,47940,472410,0,175840,69070,552160,314480,0,0,0,0,0,0,0,106280,9400,0,8987220,403590,0,0,0,0,3306520,5140,0,0,0,0,0,0,24760620,718260,350200,62340,194290,0,0,0,0,0,0,0,0,382280,690,439350,121290,73570,0,34365390,0,1912890,0,0,45350,0,0,726170,1736910,141460,0,3320,0,0,37740,24170,36559450,0,0,109,2499,0,1.6,2.5,28525.243,28525.243,18757.136,19787.625,0,0,0,1030.489,8737.618,15959.042,419.916,2378.178,31.0598
169,France,2022,12237.703,53944.675,4.408071923,0,0,2520,0,1785660,128080,0,21750,26250,1080,0,225530,11285440,0,0,7611,0,157850,39000,0,0,163170,0,307500,662410,0,0,0,0,0,0,211390,244490,34990,10280,0,0,0,26440,0,0,0,0,0,0,0,0,175180,9960,0,0,0,0,0,0,0,0,0,42480,0,0,0,6920,652680,0,0,0,0,0,6199950,412777,19430,0,9960,0,15364094,1100,0,0,0,0,0,0,47120,0,157520,21690,0,438740,50790,0,11020,10877190,0,0,0,0,0,1361310,1114430,117840,0,6270,0,0,0,2152260,0,23357,79200,244920,0,0,462200,101800,0,20019,0,0,379000,0,0,21930,781660,0,9760,378020,0,0,0,0,0,1980,18740,0,228800,0,0,0,45810,10850,0,232030,142570,399910,295500,0,0,0,0,0,0,0,99990,9370,0,8067380,365920,0,0,0,0,4516540,5970,0,0,0,0,0,0,24606350,733100,342090,64480,157640,0,0,0,0,0,0,0,0,210940,2840,375820,113650,78490,0,31496750,0,1798380,0,0,50750,0,0,711040,1613730,121720,0,3170,0,0,49680,23770,34632380,0,0,116.93,2500,0,2.3,2.5,28304.47,28304.47,18653.139,19683.889,0,0,0,1030.75,8620.581,15864.692,451.602,2336.845,25.19886667
170,French Polynesia,2020,110.556,180.188,1.629834654,0,0,0,0,0,0,0,0,0,100,0,211,0,0,0,0,0,0,0,0,0,498,0,215,518,0,0,0,3738.45,0,6.8,0,0,0,0,0,0,0,180.01,0,0,0,84000,21.7,0,0,0,891,0,0,0,25.6,14.2,55.78,0.61,0,0,247,161,1688,0,36.32,0,0,0,0,60,1.87,0,0,19,0,0,0,0,100631,0,0,0,0,0,0,0,0,0,31,497,0,333,0,0,0,0,154,0,0,0,0,188,580.93,32.63,0,70.24,0,0,0,921,0,0,3.03,0,0,0,0,0,0,121.67,0,0,0,0,0,0,0,35,18,0,0,0,0,7249.6,0,0,0,0,0,2,0,0,2050,31,227,0,0,0,0,85,0,0,0,2747,0,64,0,315,0,91,228,0,0,0,0,0,0,0,28.8,11.86,0.51,0,0,800,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,28,9,0,36,0,3507.54,0,158,0,7,162,0,1019,0,0,0,0,40,0,0,1027,0,158,0,104.94,2440,0,0,5.2,48.5,48.5,2.5,28.5,0,0,0,26,20,1.9302,0.2962,0.2736,-9.547433333
171,French Polynesia,2021,110.953,181.535,1.636143232,0,0,0,0,0,0,0,0,0,151,0,243,0,0,0,0,0,0,0,0,0,510,0,455,502,0,0,0,3739,0,7.43,0,0,0,0,0,0,0,180.64,0,0,0,84000,21.99,0,0,0,741,0,0,0,27.96,14.13,57.9,0.61,0,0,212,138,1688,0,37.7,0,0,0,0,63,1.86,0,0,13,0,0,0,0,59615.94,0,0,0,0,0,0,0,0,0,19,459,0,352,0,0,0,0,198,0,0,0,0,205.36,568.7,32.28,0,69.87,0,0,0,955.97,0,0,3.03,0,0,0,0,0,0,121.67,0,0,0,0,0,0,0,31,19,0,0,0,0,7290.98,0,0,0,0,0,4,0,0,1631,15,278,0,0,0,0,66,0,0,0,3103.07,0,71,0,230,0,76,239,0,0,0,0,0,0,0,31.46,11.8,0.51,0,0,784.1,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,26,8,0,36,0,3533.69,0,158,0,5,182,0,1034,0,0,0,0,38.36,0,0,1013,0,32,0,107.51,2439,0,0,5,48.5,48.5,2.5,28.5,0,0,0,26,20,1.9468,0.2796,0.2736,-9.537633333
172,French Polynesia,2022,111.157,182.677,1.64341427,0,0,0,0,0,0,0,0,0,130,0,266,0,0,0,0,0,0,0,0,0,663,0,134,501,0,0,0,3718.31,0,7.41,0,0,0,0,0,0,0,181.77,0,0,0,83000,22.03,0,0,0,692,0,0,0,27.89,14.07,56.16,0.61,0,0,212,128,1688,0,36.57,0,0,0,0,61,1.86,0,0,19,0,0,0,0,60510.46,0,0,0,0,0,0,0,0,0,11,570,0,339,0,0,0,0,226,0,0,0,0,204.79,560.06,32.12,0,69.58,0,0,0,927.36,0,0,3.03,0,0,0,0,0,0,122.66,0,0,0,0,0,0,0,29,13,0,0,0,0,7337.06,0,0,0,0,0,6,0,0,1450,21,238,0,0,0,0,69,0,0,0,3155,0,64,0,386,0,0,244,0,0,0,0,0,0,0,31.37,11.75,0.51,0,0,632.72,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,18,6,0,29,0,3555.99,0,104,0,4,207,0,975,0,0,0,0,32.83,0,0,1621,0,6,0,116.24,2438,0,0,5.4,48.5,48.5,2.5,28.5,0,0,0,26,20,1.9468,0.2796,0.2736,-9.4959
173,Gabon,2020,213.15,1938.139,9.092840722,0,0,0,0,0,0,0,0,0,0,0,18076.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307221.1,0,31.35,0,0,0,0,0,0,0,48.11,0,0,100,0,103.69,0,0,0,23,0,0,0,202.85,90.43,321.95,199.32,0,0,0,101.99,0,0,194.19,0,0,0,29181.55,0,13.98,0,0,0,0,33000,0,0,57626.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46822,0,0,0,0,0,903.59,4093.07,0,0,337.07,0,0,0,3577.22,0,2057.91,833.5,0,0,0,0,0,0,0,23700,0,0,291741,20.38,0,0,0,0,0,0,1364.86,0,21429.55,0,0,0,0,433.9,0,0,0,0,50679.92,0,0,0,0,0,0,0,0,0,1254.88,0,345399.73,0,0,0,0,0,0,0,0,0,0,0,0,173.34,82.21,181.2,0,0,10618.76,0,0,1726.2,0,0,0,0,34.43,0,0,0,0,0,0,3987.38,0,0,0,0,276776.34,0,3901.95,0,0,88449.43,0,349.74,0,0,0,0,0,0,0,0,0,228370.11,0,107.93,2296,3.4,0,19.7,2153.236,2153.236,325,495,0,0,0,170,1658.236,250.9254,38.5083,35.5662,3.329933333
